Date,is_bullish,is_bearish,weighted_sentiment,weight,total_vol,avg_sentiment,bull_ratio,bear_ratio,sentiment_spread,sentiment_momentum
2021-02-05,218,111,209.4247,1679.0,1679,0.12473180464562239,0.12983918999404406,0.06611078022632519,0.06372840976771887,0.0
2021-02-06,507,165,422.9796,3257.0,3257,0.12986785385323918,0.15566472213693583,0.05066011667178385,0.10500460546515197,0.0412761956974331
2021-02-07,403,163,434.8551,3008.0,3008,0.14456619015957448,0.13397606382978725,0.05418882978723404,0.0797872340425532,-0.025217371422598778
2021-02-08,1119,317,880.8125,5620.0,5620,0.15672820284697508,0.1991103202846975,0.056405693950177936,0.14270462633451955,0.06291739229196636
2021-02-09,743,241,645.0362,4330.0,4330,0.14896909930715935,0.17159353348729792,0.055658198614318706,0.11593533487297922,-0.026769291461540334
2021-02-10,535,204,548.2858,3506.0,3506,0.15638499714774673,0.15259555048488305,0.05818596691386195,0.0944095835710211,-0.02152575130195812
2021-02-13,301,108,334.356,2270.0,2270,0.14729339207048459,0.13259911894273127,0.04757709251101322,0.08502202643171805,-0.009387557139303046
2021-02-14,1201,174,1023.1557,3986.0,3986,0.25668733065730054,0.30130456598093325,0.043652784746613146,0.2576517812343201,0.17262975480260204
2021-02-15,1848,264,1525.3631,4632.0,4632,0.32930982297063904,0.39896373056994816,0.05699481865284974,0.34196891191709844,0.08431713068277835
2021-02-18,321,126,343.2753,2241.0,2241,0.15317951807228916,0.14323962516733602,0.05622489959839357,0.08701472556894244,-0.25495418634815603
2021-02-19,654,252,634.5678,4498.0,4498,0.14107776789684304,0.14539795464650956,0.05602489995553579,0.08937305469097377,0.0023583291220313357
2021-02-22,539,326,439.4374,3548.0,3548,0.12385496054114994,0.15191657271702366,0.09188275084554678,0.06003382187147688,-0.029339232819496894
2021-02-28,287,185,187.3614,1633.0,1633,0.11473447642375996,0.17575015309246786,0.1132884262094305,0.06246172688303736,0.0024279050115604828
2021-03-11,50,17,15.8258,217.0,217,0.07292995391705069,0.2304147465437788,0.07834101382488479,0.15207373271889402,0.08961200583585666
2021-03-12,551,292,415.0478,3920.0,3920,0.10587954081632653,0.1405612244897959,0.07448979591836735,0.06607142857142856,-0.08600230414746546
2021-04-05,291,100,344.0333,2197.0,2197,0.1565923076923077,0.13245334547109694,0.04551661356395084,0.0869367319071461,0.02086530333571754
2021-04-06,508,204,602.2751,3719.0,3719,0.16194544232320515,0.1365958591019091,0.05485345522990051,0.0817424038720086,-0.005194328035137502
2021-04-07,556,264,597.3046,4034.0,4034,0.14806757560733763,0.13782845810609817,0.06544372830937036,0.07238472979672782,-0.009357674075280778
2021-04-08,559,173,595.9478,3738.0,3738,0.15942958801498128,0.14954521134296414,0.04628143392188336,0.10326377742108078,0.030879047624352965
2021-04-09,503,326,426.7199,3473.0,3473,0.12286780881082637,0.14483155773106823,0.09386697379786928,0.050964583933198956,-0.052299193487881826
2021-04-10,557,263,575.2117,4008.0,4008,0.14351589321357283,0.13897205588822356,0.0656187624750499,0.07335329341317366,0.022388709479974706
2021-04-11,323,123,344.5199,2031.0,2031,0.16963067454455932,0.15903495814869523,0.060561299852289516,0.09847365829640571,0.02512036488323205
2021-04-12,290,121,268.7664,1924.0,1924,0.13969147609147609,0.15072765072765074,0.0628898128898129,0.08783783783783784,-0.010635820458567868
2021-04-17,92,23,75.3443,325.0,325,0.2318286153846154,0.28307692307692306,0.07076923076923076,0.2123076923076923,0.12446985446985447
